GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,PlayerIdx
-1434625337,Descent2e,6,GAME_OVER,171,0,5,37,0
-1328028846,Descent2e,5,GAME_OVER,154,0,5,38,0
76544316,Descent2e,5,GAME_OVER,121,0,5,39,0
1525708208,Descent2e,8,GAME_OVER,296,0,5,40,0
-1759598496,Descent2e,8,GAME_OVER,248,0,5,41,0
-1467442431,Descent2e,5,GAME_OVER,118,0,5,42,0
-533006861,Descent2e,5,GAME_OVER,125,0,5,43,0
-1864019792,Descent2e,5,GAME_OVER,117,0,5,44,0
1708750870,Descent2e,10,GAME_OVER,237,4,5,45,0
-676739731,Descent2e,5,GAME_OVER,119,0,5,46,0
1987738689,Descent2e,5,GAME_OVER,126,0,5,47,0
-891039127,Descent2e,4,GAME_OVER,102,4,5,48,0
2123069208,Descent2e,4,GAME_OVER,92,0,5,49,0
1192330975,Descent2e,5,GAME_OVER,107,0,5,50,0
2054686520,Descent2e,6,GAME_OVER,160,0,5,51,0
317141275,Descent2e,4,GAME_OVER,78,0,5,52,0
-589542030,Descent2e,5,GAME_OVER,132,0,5,53,0
1791957809,Descent2e,5,GAME_OVER,105,0,5,54,0
1058629402,Descent2e,7,GAME_OVER,209,0,5,55,0
142151403,Descent2e,5,GAME_OVER,128,5,5,56,0
-1545696438,Descent2e,5,GAME_OVER,192,0,5,57,0
1166734279,Descent2e,5,GAME_OVER,122,0,5,58,0
1455864387,Descent2e,8,GAME_OVER,252,0,5,59,0
-272020745,Descent2e,5,GAME_OVER,119,0,5,60,0
125544037,Descent2e,7,GAME_OVER,185,0,5,61,0
-17416001,Descent2e,6,GAME_OVER,145,0,5,62,0
1780256839,Descent2e,5,GAME_OVER,123,0,5,63,0
-1001828439,Descent2e,5,GAME_OVER,114,0,5,64,0
-832320528,Descent2e,5,GAME_OVER,123,0,5,65,0
101538150,Descent2e,5,GAME_OVER,131,0,5,66,0
1526373207,Descent2e,6,GAME_OVER,176,4,5,67,0
-1719831984,Descent2e,5,GAME_OVER,125,0,5,68,0
461539965,Descent2e,4,GAME_OVER,87,1,5,69,0
-600590354,Descent2e,6,GAME_OVER,134,0,5,70,0
92378088,Descent2e,6,GAME_OVER,189,0,5,71,0
-187942932,Descent2e,5,GAME_OVER,102,0,5,72,0
780507211,Descent2e,6,GAME_OVER,175,0,5,73,0
-479757219,Descent2e,5,GAME_OVER,116,0,5,74,0
-1533463915,Descent2e,5,GAME_OVER,131,4,5,75,0
255628104,Descent2e,5,GAME_OVER,116,0,5,76,0
-535610934,Descent2e,5,GAME_OVER,138,0,5,77,0
456501961,Descent2e,6,GAME_OVER,167,0,5,78,0
633431108,Descent2e,5,GAME_OVER,113,0,5,79,0
-1013878706,Descent2e,5,GAME_OVER,127,0,5,80,0
203557981,Descent2e,5,GAME_OVER,119,0,5,81,0
754424002,Descent2e,4,GAME_OVER,97,0,5,82,0
243276936,Descent2e,6,GAME_OVER,201,0,5,83,0
-1790828394,Descent2e,6,GAME_OVER,183,4,5,84,0
733755745,Descent2e,10,GAME_OVER,252,0,5,85,0
-1015726578,Descent2e,6,GAME_OVER,157,0,5,86,0
519006790,Descent2e,5,GAME_OVER,130,0,5,87,0
-860586689,Descent2e,7,GAME_OVER,211,0,5,88,0
-1684777619,Descent2e,6,GAME_OVER,190,4,5,89,0
596597915,Descent2e,6,GAME_OVER,170,0,5,90,0
-1627016550,Descent2e,4,GAME_OVER,73,0,5,91,0
1175900674,Descent2e,5,GAME_OVER,152,0,5,92,0
-2039320613,Descent2e,7,GAME_OVER,221,0,5,93,0
-1102072911,Descent2e,6,GAME_OVER,172,0,5,94,0
1768699387,Descent2e,7,GAME_OVER,175,0,5,95,0
-1081809532,Descent2e,6,GAME_OVER,161,0,5,96,0
-169601401,Descent2e,5,GAME_OVER,134,0,5,97,0
-538135962,Descent2e,7,GAME_OVER,174,0,5,98,0
-581549156,Descent2e,5,GAME_OVER,130,0,5,99,0
1107604202,Descent2e,5,GAME_OVER,126,0,5,100,0
16929238,Descent2e,5,GAME_OVER,117,0,5,101,0
