GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,OrdinalPosition(PlayerName-0),OrdinalPosition(Player-0 rank),OrdinalPosition(Player-2 rank),OrdinalPosition(Player-4 rank),OrdinalPosition(Player-1 rank),OrdinalPosition(Player-4),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-3),OrdinalPosition(Player-3 rank),OrdinalPosition(Player-2),OrdinalPosition(PlayerName-1),OrdinalPosition(PlayerName-2),OrdinalPosition(PlayerName-3),OrdinalPosition(PlayerName-4),FinalScore(PlayerName-0),FinalScore(Player-4),FinalScore(Player-1),FinalScore(Player-0),FinalScore(Player-3),FinalScore(Player-2),FinalScore(PlayerName-1),FinalScore(PlayerName-2),FinalScore(PlayerName-3),FinalScore(PlayerName-4),WinnerType(WinnerType),Positions(Barghest Minion 1),Positions(Hero 1),Positions(Barghest Minion 3),Positions(Barghest Minion 2),Positions(Hero 3),Positions(Hero 2),Positions(Hero 4),Positions(Goblin Minion 3),Positions(Goblin Minion 4),Positions(Goblin Minion 1),Positions(Goblin Minion 2),Positions(Goblin Master),Positions(Barghest Master),HealthPoints(Hero 1 HP),HealthPoints(Goblin Master HP),HealthPoints(Overlord Fatigue),HealthPoints(Goblin Minion 1 HP),HealthPoints(Goblin Minion 2 HP),HealthPoints(Hero 3 HP),HealthPoints(Hero 4 HP),HealthPoints(Goblin Minion 3 HP),HealthPoints(Goblin Minion 4 HP),HealthPoints(Hero 2 HP),HealthPoints(Barghest Minion 2 HP),HealthPoints(Barghest Minion 1 HP),HealthPoints(Barghest Minion 3 HP),HealthPoints(Barghest Master HP),GameScore(LeaderGap),GameScore(PlayerName-0),GameScore(Player-4),GameScore(Player-1),GameScore(Average),GameScore(Player-0),GameScore(Player-3),GameScore(Player-2),GameScore(PlayerName-1),GameScore(PlayerName-2),GameScore(PlayerName-3),GameScore(PlayerName-4),Winner(PlayerIdx)
-1328028846,Descent2e,5,GAME_OVER,154,0,5,38,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(10,5)","(3,16)","(7,4)","(8,3)","(1,15)","(5,17)","(3,15)","(3,7)","(8,6)","(6,14)","(2,6)","(2,7)","(7,2)",12,4,7,2,2,10,12,2,2,8,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
76544316,Descent2e,5,GAME_OVER,121,0,5,39,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(7,3)","(2,15)","(11,5)","(6,2)","(2,16)","(1,15)","(10,11)","(4,10)","(3,13)","(4,7)","(3,16)","(5,7)","(9,6)",8,4,7,2,2,12,8,2,2,14,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
1525708208,Descent2e,8,GAME_OVER,296,0,5,40,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(8,2)","(4,13)","(10,5)","(7,3)","(2,15)","(4,14)","(7,16)","(10,17)","(4,13)","(6,17)","(9,14)","(3,17)","(9,4)",0,4,7,2,2,10,12,2,2,5,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
-1759598496,Descent2e,8,GAME_OVER,248,0,5,41,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(10,4)","(2,15)","(10,3)","(9,3)","(1,16)","(3,17)","(5,12)","(2,7)","(3,9)","(4,14)","(4,8)","(4,9)","(7,2)",8,4,7,2,2,14,10,2,2,8,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
-1467442431,Descent2e,5,GAME_OVER,118,0,5,42,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(8,3)","(1,16)","(6,2)","(9,5)","(1,15)","(2,15)","(7,16)","(5,6)","(4,7)","(6,16)","(4,6)","(2,7)","(9,2)",12,4,7,1,2,8,8,2,2,12,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
-533006861,Descent2e,5,GAME_OVER,125,0,5,43,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(6,4)","(1,15)","(8,6)","(10,5)","(2,15)","(8,16)","(9,10)","(4,7)","(5,9)","(4,12)","(4,8)","(5,14)","(9,3)",14,2,7,2,2,8,10,2,2,12,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
-1864019792,Descent2e,5,GAME_OVER,117,0,5,44,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(9,4)","(1,15)","(9,7)","(11,4)","(1,16)","(2,15)","(8,16)","(4,7)","(2,7)","(5,17)","(5,9)","(4,8)","(11,6)",12,4,7,2,2,8,10,2,2,8,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
1708750870,Descent2e,10,GAME_OVER,237,4,5,45,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(5,4)","(1,16)","(9,3)","(8,6)","(3,16)","(1,15)","(10,14)","(3,10)","(8,14)","(6,5)","(4,8)","(6,16)","(11,5)",10,4,7,2,2,10,5,2,2,12,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
-676739731,Descent2e,5,GAME_OVER,119,0,5,46,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(9,4)","(2,16)","(9,6)","(7,2)","(1,15)","(1,16)","(6,15)","(2,4)","(10,4)","(4,14)","(3,7)","(8,7)","(11,6)",12,4,7,2,2,10,8,2,2,12,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
1987738689,Descent2e,5,GAME_OVER,126,0,5,47,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(9,5)","(1,16)","(5,5)","(9,3)","(3,15)","(5,17)","(5,10)","(3,5)","(4,7)","(5,16)","(2,7)","(5,7)","(8,2)",8,4,7,2,2,12,8,2,2,14,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
-891039127,Descent2e,4,GAME_OVER,102,4,5,48,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(9,6)","(1,15)","(10,6)","(10,4)","(2,15)","(2,16)","(3,14)","(4,14)","(3,8)","(3,12)","(5,8)","(3,7)","(11,4)",12,4,7,2,2,8,10,2,2,14,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
2123069208,Descent2e,4,GAME_OVER,92,0,5,49,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(7,4)","(1,16)","(9,4)","(6,2)","(4,15)","(1,15)","(3,13)","(5,5)","(2,6)","(3,5)","(2,7)","(3,15)","(7,2)",8,4,7,2,2,13,8,2,2,12,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
1192330975,Descent2e,5,GAME_OVER,107,0,5,50,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(7,2)","(2,15)","(4,3)","(9,7)","(2,16)","(1,15)","(1,16)","(3,8)","(3,5)","(4,9)","(2,7)","(6,15)","(10,5)",8,4,7,2,2,12,10,2,2,12,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
2054686520,Descent2e,6,GAME_OVER,160,0,5,51,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(9,5)","(1,15)","(7,3)","(8,2)","(2,16)","(4,17)","(3,10)","(7,12)","(6,14)","(5,6)","(3,16)","(5,15)","(10,5)",10,4,7,2,2,8,5,2,2,10,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
317141275,Descent2e,4,GAME_OVER,78,0,5,52,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(8,3)","(2,15)","(9,5)","(7,2)","(2,16)","(1,16)","(3,16)","(5,8)","(3,7)","(4,9)","(5,5)","(3,14)","(10,6)",12,4,7,2,2,10,8,2,2,11,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
-589542030,Descent2e,5,GAME_OVER,132,0,5,53,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(5,3)","(1,15)","(8,2)","(6,4)","(1,16)","(2,16)","(10,10)","(3,10)","(5,6)","(5,7)","(3,5)","(6,15)","(11,5)",8,4,7,2,2,12,6,2,2,12,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
1791957809,Descent2e,5,GAME_OVER,105,0,5,54,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(9,6)","(2,15)","(8,2)","(6,3)","(1,16)","(1,15)","(4,14)","(5,7)","(11,5)","(3,11)","(3,5)","(6,17)","(7,2)",10,4,7,2,2,14,10,2,2,8,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
1058629402,Descent2e,7,GAME_OVER,209,0,5,55,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(8,3)","(4,16)","(9,4)","(8,8)","(1,15)","(1,16)","(9,10)","(2,7)","(4,6)","(6,16)","(3,8)","(4,7)","(11,6)",8,4,7,2,2,8,12,2,2,10,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
142151403,Descent2e,5,GAME_OVER,128,5,5,56,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(9,3)","(1,16)","(10,4)","(11,5)","(2,15)","(2,16)","(10,16)","(3,7)","(6,3)","(6,14)","(4,14)","(5,7)","(10,6)",8,4,7,2,2,10,14,2,2,8,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
-1545696438,Descent2e,5,GAME_OVER,192,0,5,57,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(11,5)","(3,15)","(8,3)","(6,4)","(3,17)","(1,15)","(8,16)","(5,13)","(4,14)","(3,8)","(4,12)","(3,14)","(6,3)",9,4,7,2,2,8,12,2,2,10,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
1166734279,Descent2e,5,GAME_OVER,122,0,5,58,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(7,2)","(3,16)","(5,3)","(9,2)","(1,16)","(2,16)","(5,17)","(4,7)","(11,6)","(3,7)","(5,14)","(5,7)","(10,4)",12,4,7,2,2,14,10,2,2,8,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
1455864387,Descent2e,8,GAME_OVER,252,0,5,59,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(9,5)","(2,16)","(9,3)","(10,4)","(3,16)","(4,14)","(9,8)","(5,17)","(5,8)","(4,6)","(5,12)","(3,15)","(10,3)",10,4,7,2,2,9,8,2,2,12,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
-272020745,Descent2e,5,GAME_OVER,119,0,5,60,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(7,3)","(2,15)","(9,6)","(6,4)","(1,16)","(1,15)","(3,8)","(2,7)","(4,8)","(5,6)","(5,5)","(6,14)","(8,3)",8,4,7,2,2,12,8,1,2,14,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
125544037,Descent2e,7,GAME_OVER,185,0,5,61,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(11,5)","(1,16)","(7,4)","(6,2)","(7,16)","(1,15)","(7,14)","(4,6)","(9,2)","(4,14)","(4,10)","(5,7)","(11,7)",12,4,7,2,2,12,6,2,2,8,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
-17416001,Descent2e,6,GAME_OVER,145,0,5,62,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(9,4)","(1,15)","(7,3)","(10,4)","(1,16)","(3,14)","(8,14)","(3,7)","(5,8)","(2,6)","(5,6)","(6,14)","(6,3)",8,4,7,2,2,12,8,2,2,9,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
1780256839,Descent2e,5,GAME_OVER,123,0,5,63,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(9,3)","(2,16)","(4,4)","(10,4)","(3,15)","(3,17)","(1,15)","(3,9)","(2,7)","(6,16)","(4,7)","(4,8)","(6,2)",14,4,7,2,2,8,10,2,2,8,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
-1001828439,Descent2e,5,GAME_OVER,114,0,5,64,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(11,5)","(7,17)","(6,3)","(7,4)","(3,16)","(10,17)","(3,11)","(6,16)","(3,9)","(4,8)","(2,7)","(4,11)","(9,5)",6,4,7,2,2,14,10,2,2,8,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
-832320528,Descent2e,5,GAME_OVER,123,0,5,65,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(11,4)","(2,16)","(7,7)","(8,3)","(1,15)","(1,16)","(5,15)","(5,6)","(7,5)","(4,6)","(5,7)","(4,15)","(9,4)",12,4,7,2,2,8,8,2,2,12,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
101538150,Descent2e,5,GAME_OVER,131,0,5,66,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(8,2)","(1,15)","(9,4)","(10,4)","(4,16)","(1,15)","(6,16)","(6,15)","(4,10)","(3,8)","(5,7)","(3,9)","(11,6)",8,4,7,2,2,12,10,2,2,14,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
1526373207,Descent2e,6,GAME_OVER,176,4,5,67,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(9,4)","(1,15)","(10,3)","(10,5)","(2,15)","(1,16)","(9,14)","(3,15)","(7,7)","(4,13)","(5,7)","(5,14)","(8,3)",5,4,7,1,2,5,14,2,2,10,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
-1719831984,Descent2e,5,GAME_OVER,125,0,5,68,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(9,2)","(1,15)","(10,4)","(7,3)","(2,16)","(1,16)","(3,16)","(4,9)","(5,14)","(3,13)","(3,12)","(4,7)","(11,6)",12,4,7,2,2,10,8,2,2,10,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
461539965,Descent2e,4,GAME_OVER,87,1,5,69,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(6,4)","(2,16)","(9,5)","(7,3)","(1,16)","(1,15)","(10,9)","(4,4)","(4,7)","(4,15)","(3,7)","(2,5)","(11,6)",10,4,7,2,2,12,8,2,2,10,6,6,6,6,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
-600590354,Descent2e,6,GAME_OVER,134,0,5,70,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(9,5)","(2,15)","(7,2)","(10,4)","(3,14)","(1,16)","(1,15)","(3,7)","(5,9)","(3,12)","(5,10)","(3,17)","(6,3)",8,4,7,2,2,10,14,2,2,8,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
92378088,Descent2e,6,GAME_OVER,189,0,5,71,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(6,3)","(3,17)","(3,5)","(5,5)","(5,15)","(6,15)","(4,16)","(5,8)","(5,14)","(2,16)","(3,9)","(5,6)","(11,4)",12,4,7,2,2,10,10,2,2,8,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
-187942932,Descent2e,5,GAME_OVER,102,0,5,72,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(10,6)","(1,15)","(8,3)","(9,4)","(4,13)","(2,15)","(10,10)","(4,9)","(5,6)","(4,7)","(3,5)","(4,17)","(11,4)",10,4,7,2,2,14,8,2,2,9,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
780507211,Descent2e,6,GAME_OVER,175,0,5,73,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(6,2)","(7,15)","(5,3)","(10,4)","(2,16)","(1,16)","(9,10)","(2,7)","(4,6)","(5,7)","(4,8)","(5,14)","(8,2)",12,4,7,2,2,8,10,2,2,10,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
-479757219,Descent2e,5,GAME_OVER,116,0,5,74,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(10,3)","(1,16)","(11,4)","(6,4)","(2,15)","(2,16)","(4,16)","(3,7)","(4,9)","(5,7)","(5,14)","(5,15)","(9,4)",8,3,7,2,2,12,8,2,2,12,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
-1533463915,Descent2e,5,GAME_OVER,131,4,5,75,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(11,5)","(2,16)","(9,4)","(10,5)","(3,16)","(1,16)","(5,15)","(5,7)","(10,3)","(3,17)","(4,5)","(4,12)","(6,2)",12,4,7,2,2,8,8,2,2,12,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
255628104,Descent2e,5,GAME_OVER,116,0,5,76,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(8,2)","(1,16)","(9,4)","(7,3)","(1,16)","(2,16)","(5,15)","(3,9)","(2,7)","(4,10)","(2,6)","(5,17)","(10,6)",8,4,7,2,2,12,10,2,2,14,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
