GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,Hero 1 HP,Goblin Master HP,Overlord Fatigue,Goblin Minion 1 HP,Goblin Minion 2 HP,Hero 3 HP,Hero 4 HP,Goblin Minion 3 HP,Goblin Minion 4 HP,Hero 2 HP,Barghest Minion 2 HP,Barghest Minion 1 HP,Barghest Minion 3 HP,Barghest Master HP
101538150,Descent2e,5,GAME_OVER,131,0,5,66,8,4,7,2,2,12,10,2,2,14,6,6,6,8
1526373207,Descent2e,6,GAME_OVER,176,4,5,67,5,4,7,1,2,5,14,2,2,10,6,6,6,8
-1719831984,Descent2e,5,GAME_OVER,125,0,5,68,12,4,7,2,2,10,8,2,2,10,6,6,6,8
461539965,Descent2e,4,GAME_OVER,87,1,5,69,10,4,7,2,2,12,8,2,2,10,6,6,6,6
-600590354,Descent2e,6,GAME_OVER,134,0,5,70,8,4,7,2,2,10,14,2,2,8,6,6,6,8
92378088,Descent2e,6,GAME_OVER,189,0,5,71,12,4,7,2,2,10,10,2,2,8,6,6,6,8
-187942932,Descent2e,5,GAME_OVER,102,0,5,72,10,4,7,2,2,14,8,2,2,9,6,6,6,8
780507211,Descent2e,6,GAME_OVER,175,0,5,73,12,4,7,2,2,8,10,2,2,10,6,6,6,8
-479757219,Descent2e,5,GAME_OVER,116,0,5,74,8,3,7,2,2,12,8,2,2,12,6,6,6,8
-1533463915,Descent2e,5,GAME_OVER,131,4,5,75,12,4,7,2,2,8,8,2,2,12,6,6,6,8
255628104,Descent2e,5,GAME_OVER,116,0,5,76,8,4,7,2,2,12,10,2,2,14,6,6,6,8
-535610934,Descent2e,5,GAME_OVER,138,0,5,77,10,4,7,2,2,8,10,2,2,12,6,6,6,8
456501961,Descent2e,6,GAME_OVER,167,0,5,78,8,4,7,2,2,12,8,2,2,14,6,6,6,8
633431108,Descent2e,5,GAME_OVER,113,0,5,79,14,4,7,2,2,10,10,2,2,8,6,6,6,8
-1013878706,Descent2e,5,GAME_OVER,127,0,5,80,8,4,7,2,2,10,12,2,2,12,6,6,6,8
203557981,Descent2e,5,GAME_OVER,119,0,5,81,8,4,7,1,2,12,12,2,2,10,6,6,6,8
754424002,Descent2e,4,GAME_OVER,97,0,5,82,12,4,7,2,2,8,8,2,2,10,6,6,6,8
243276936,Descent2e,6,GAME_OVER,201,0,5,83,14,4,7,2,2,8,10,2,2,9,6,6,6,8
-1790828394,Descent2e,6,GAME_OVER,183,4,5,84,10,4,7,2,2,8,12,2,2,12,6,6,6,8
733755745,Descent2e,10,GAME_OVER,252,0,5,85,8,4,7,2,2,14,8,2,2,10,6,6,6,8
-1015726578,Descent2e,6,GAME_OVER,157,0,5,86,8,4,7,2,2,10,14,2,2,12,6,6,6,8
519006790,Descent2e,5,GAME_OVER,130,0,5,87,8,4,7,2,2,8,12,2,2,10,6,6,6,8
-860586689,Descent2e,7,GAME_OVER,211,0,5,88,12,4,7,2,2,8,12,1,2,10,6,6,6,8
-1684777619,Descent2e,6,GAME_OVER,190,4,5,89,10,4,7,2,2,12,8,2,2,12,6,6,6,8
596597915,Descent2e,6,GAME_OVER,170,0,5,90,10,4,7,2,2,10,8,2,2,12,6,6,6,8
-1627016550,Descent2e,4,GAME_OVER,73,0,5,91,8,4,7,2,2,10,14,2,2,12,6,6,6,8
1175900674,Descent2e,5,GAME_OVER,152,0,5,92,9,4,7,2,2,8,14,2,2,12,6,6,6,8
-2039320613,Descent2e,7,GAME_OVER,221,0,5,93,11,4,7,2,2,8,12,2,2,8,6,6,6,8
-1102072911,Descent2e,6,GAME_OVER,172,0,5,94,12,4,7,2,2,8,8,2,2,9,6,6,6,8
1768699387,Descent2e,7,GAME_OVER,175,0,5,95,8,4,7,2,2,8,12,2,2,14,6,6,6,8
-1081809532,Descent2e,6,GAME_OVER,161,0,5,96,10,4,7,2,1,10,8,2,2,8,6,6,6,8
-169601401,Descent2e,5,GAME_OVER,134,0,5,97,12,4,7,2,2,12,8,2,2,8,4,6,6,8
-538135962,Descent2e,7,GAME_OVER,174,0,5,98,10,4,7,2,2,10,14,2,2,7,6,6,6,8
-581549156,Descent2e,5,GAME_OVER,130,0,5,99,10,4,7,2,2,12,12,2,2,7,6,6,6,8
1107604202,Descent2e,5,GAME_OVER,126,0,5,100,14,3,7,2,2,10,10,2,2,8,6,6,6,8
16929238,Descent2e,5,GAME_OVER,117,0,5,101,10,4,7,2,2,8,12,2,2,8,6,6,6,8
