GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,Positions(Barghest Minion 1),Positions(Hero 1),Positions(Barghest Minion 3),Positions(Barghest Minion 2),Positions(Hero 3),Positions(Hero 2),Positions(Hero 4),Positions(Goblin Minion 3),Positions(Goblin Minion 4),Positions(Goblin Minion 1),Positions(Goblin Minion 2),Positions(Goblin Master),Positions(Barghest Master)
-187942932,Descent2e,0,ABOUT_TO_START,0,0,5,72,"(10,6)","(1,15)","(8,3)","(9,4)","(2,16)","(2,15)","(1,16)","(2,5)","(5,6)","(4,7)","(3,5)","(4,3)","(11,4)"
780507211,Descent2e,0,ABOUT_TO_START,0,0,5,73,"(6,2)","(2,16)","(9,2)","(6,5)","(2,15)","(1,16)","(1,15)","(2,3)","(5,2)","(5,7)","(3,3)","(5,3)","(10,3)"
-479757219,Descent2e,0,ABOUT_TO_START,0,0,5,74,"(10,3)","(1,16)","(11,4)","(10,5)","(2,15)","(2,16)","(1,15)","(3,3)","(4,5)","(2,3)","(3,5)","(2,7)","(9,4)"
-1533463915,Descent2e,0,ABOUT_TO_START,0,0,5,75,"(11,5)","(2,16)","(9,4)","(10,5)","(2,15)","(1,16)","(1,15)","(4,5)","(5,7)","(5,6)","(3,5)","(5,4)","(6,2)"
255628104,Descent2e,0,ABOUT_TO_START,0,0,5,76,"(8,2)","(1,15)","(9,4)","(7,3)","(1,16)","(2,16)","(2,15)","(2,5)","(2,7)","(3,2)","(2,6)","(2,4)","(9,2)"
-535610934,Descent2e,0,ABOUT_TO_START,0,0,5,77,"(6,3)","(2,15)","(10,3)","(9,2)","(2,16)","(1,15)","(1,16)","(2,3)","(4,7)","(3,3)","(2,7)","(3,4)","(7,3)"
456501961,Descent2e,0,ABOUT_TO_START,0,0,5,78,"(7,4)","(2,15)","(10,6)","(8,6)","(1,15)","(2,16)","(1,16)","(4,7)","(4,3)","(2,7)","(5,4)","(5,3)","(9,2)"
633431108,Descent2e,0,ABOUT_TO_START,0,0,5,79,"(8,2)","(1,15)","(9,5)","(6,2)","(2,16)","(2,15)","(1,16)","(3,6)","(4,7)","(2,5)","(4,4)","(5,2)","(7,3)"
-1013878706,Descent2e,0,ABOUT_TO_START,0,0,5,80,"(9,2)","(1,15)","(6,5)","(6,3)","(2,16)","(1,16)","(2,15)","(2,4)","(3,2)","(2,6)","(4,5)","(5,6)","(10,6)"
203557981,Descent2e,0,ABOUT_TO_START,0,0,5,81,"(8,3)","(1,15)","(10,5)","(9,6)","(1,16)","(2,15)","(2,16)","(2,7)","(4,7)","(2,5)","(2,4)","(2,3)","(6,3)"
754424002,Descent2e,0,ABOUT_TO_START,0,0,5,82,"(10,6)","(1,15)","(8,2)","(9,2)","(2,16)","(2,15)","(1,16)","(5,6)","(3,5)","(4,4)","(4,3)","(2,5)","(6,3)"
243276936,Descent2e,0,ABOUT_TO_START,0,0,5,83,"(9,6)","(2,16)","(7,3)","(6,5)","(1,15)","(2,15)","(1,16)","(4,3)","(2,4)","(3,3)","(4,2)","(4,4)","(6,2)"
-1790828394,Descent2e,0,ABOUT_TO_START,0,0,5,84,"(6,3)","(2,16)","(9,4)","(8,6)","(2,15)","(1,16)","(1,15)","(2,4)","(4,2)","(3,2)","(5,7)","(5,4)","(10,5)"
733755745,Descent2e,0,ABOUT_TO_START,0,0,5,85,"(8,3)","(1,15)","(10,3)","(11,4)","(1,16)","(2,15)","(2,16)","(4,3)","(2,7)","(2,3)","(5,2)","(2,2)","(6,4)"
-1015726578,Descent2e,0,ABOUT_TO_START,0,0,5,86,"(8,3)","(2,15)","(7,4)","(9,6)","(2,16)","(1,16)","(1,15)","(2,5)","(4,2)","(5,3)","(3,2)","(5,5)","(9,3)"
519006790,Descent2e,0,ABOUT_TO_START,0,0,5,87,"(6,3)","(1,15)","(10,6)","(7,4)","(2,16)","(1,16)","(2,15)","(2,7)","(5,4)","(5,5)","(2,5)","(4,4)","(10,4)"
-860586689,Descent2e,0,ABOUT_TO_START,0,0,5,88,"(6,2)","(2,16)","(10,3)","(7,3)","(1,15)","(2,15)","(1,16)","(4,2)","(4,7)","(2,7)","(2,4)","(4,6)","(6,4)"
-1684777619,Descent2e,0,ABOUT_TO_START,0,0,5,89,"(8,6)","(1,16)","(8,2)","(6,2)","(2,16)","(2,15)","(1,15)","(3,3)","(2,2)","(4,5)","(3,6)","(3,2)","(9,4)"
596597915,Descent2e,0,ABOUT_TO_START,0,0,5,90,"(7,4)","(2,16)","(11,4)","(7,2)","(2,15)","(1,16)","(1,15)","(2,4)","(5,6)","(4,2)","(3,3)","(3,7)","(8,6)"
-1627016550,Descent2e,0,ABOUT_TO_START,0,0,5,91,"(11,4)","(1,15)","(9,5)","(8,2)","(2,16)","(2,15)","(1,16)","(2,5)","(5,7)","(5,6)","(3,4)","(3,5)","(8,6)"
1175900674,Descent2e,0,ABOUT_TO_START,0,0,5,92,"(7,4)","(2,15)","(6,3)","(11,4)","(1,15)","(1,16)","(2,16)","(2,5)","(3,2)","(5,6)","(4,7)","(4,2)","(9,6)"
-2039320613,Descent2e,0,ABOUT_TO_START,0,0,5,93,"(6,3)","(2,16)","(11,5)","(8,2)","(2,15)","(1,16)","(1,15)","(4,3)","(4,6)","(4,4)","(5,6)","(5,3)","(10,5)"
-1102072911,Descent2e,0,ABOUT_TO_START,0,0,5,94,"(8,2)","(1,16)","(9,6)","(11,6)","(2,16)","(2,15)","(1,15)","(2,6)","(3,3)","(2,5)","(4,2)","(4,6)","(10,3)"
1768699387,Descent2e,0,ABOUT_TO_START,0,0,5,95,"(8,2)","(1,15)","(11,4)","(10,4)","(1,16)","(2,16)","(2,15)","(5,4)","(2,2)","(4,6)","(3,7)","(2,3)","(6,4)"
-1081809532,Descent2e,0,ABOUT_TO_START,0,0,5,96,"(6,3)","(1,16)","(6,5)","(10,4)","(1,15)","(2,15)","(2,16)","(3,5)","(2,6)","(2,4)","(3,4)","(4,6)","(9,6)"
-169601401,Descent2e,0,ABOUT_TO_START,0,0,5,97,"(6,4)","(1,16)","(11,4)","(10,6)","(2,15)","(1,15)","(2,16)","(2,2)","(4,4)","(5,7)","(2,5)","(3,6)","(9,4)"
-538135962,Descent2e,0,ABOUT_TO_START,0,0,5,98,"(8,2)","(2,15)","(7,4)","(6,3)","(2,16)","(1,16)","(1,15)","(2,7)","(2,2)","(5,6)","(4,2)","(3,7)","(10,4)"
-581549156,Descent2e,0,ABOUT_TO_START,0,0,5,99,"(9,3)","(2,16)","(9,5)","(10,5)","(1,15)","(2,15)","(1,16)","(4,3)","(3,4)","(4,5)","(3,5)","(2,5)","(11,5)"
1107604202,Descent2e,0,ABOUT_TO_START,0,0,5,100,"(7,3)","(1,15)","(8,2)","(10,3)","(2,15)","(1,16)","(2,16)","(5,4)","(3,6)","(3,5)","(5,7)","(2,6)","(11,5)"
16929238,Descent2e,0,ABOUT_TO_START,0,0,5,101,"(11,6)","(2,16)","(8,2)","(6,5)","(1,16)","(1,15)","(2,15)","(4,2)","(2,7)","(5,5)","(2,6)","(3,4)","(7,4)"
