GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,PlayerIdx
-1469026952,Descent2e,5,GAME_OVER,96,0,3,62,0
-368328817,Descent2e,7,GAME_OVER,111,0,3,63,0
-328454052,Descent2e,6,GAME_OVER,125,2,3,64,0
1036246523,Descent2e,5,GAME_OVER,88,0,3,65,0
-1439845840,Descent2e,8,GAME_OVER,149,2,3,66,0
1766046121,Descent2e,9,GAME_OVER,141,0,3,67,0
-266231328,Descent2e,5,GAME_OVER,102,0,3,68,0
-445426961,Descent2e,4,GAME_OVER,72,0,3,69,0
444523532,Descent2e,9,GAME_OVER,162,0,3,70,0
1087194764,Descent2e,7,GAME_OVER,134,0,3,71,0
42919042,Descent2e,20,GAME_OVER,256,0,3,72,-1
-1391062767,Descent2e,5,GAME_OVER,95,0,3,73,0
-1318988238,Descent2e,20,GAME_OVER,321,0,3,74,-1
1070895554,Descent2e,13,GAME_OVER,207,0,3,75,0
-1300726584,Descent2e,5,GAME_OVER,95,3,3,76,0
1718144275,Descent2e,20,GAME_OVER,233,0,3,77,-1
1776530246,Descent2e,5,GAME_OVER,114,0,3,78,0
-1385807378,Descent2e,4,GAME_OVER,69,1,3,79,0
-1502554794,Descent2e,5,GAME_OVER,93,0,3,80,0
641845849,Descent2e,7,GAME_OVER,104,0,3,81,0
-866513615,Descent2e,6,GAME_OVER,98,2,3,82,0
-1483389116,Descent2e,20,GAME_OVER,241,0,3,83,-1
39673420,Descent2e,20,GAME_OVER,238,0,3,84,-1
-1063055229,Descent2e,20,GAME_OVER,251,0,3,85,-1
-625564380,Descent2e,4,GAME_OVER,82,2,3,86,0
-460677830,Descent2e,6,GAME_OVER,99,0,3,87,0
1831059179,Descent2e,6,GAME_OVER,101,0,3,88,0
-918428086,Descent2e,6,GAME_OVER,86,0,3,89,0
369176540,Descent2e,5,GAME_OVER,90,0,3,90,0
1415771007,Descent2e,20,GAME_OVER,282,0,3,91,-1
2059795838,Descent2e,4,GAME_OVER,82,0,3,92,0
-1953847921,Descent2e,5,GAME_OVER,78,0,3,93,0
1660066343,Descent2e,5,GAME_OVER,98,1,3,94,0
-1735822804,Descent2e,4,GAME_OVER,87,2,3,95,0
37667191,Descent2e,4,GAME_OVER,80,0,3,96,0
-1375388495,Descent2e,7,GAME_OVER,111,0,3,97,0
-111046234,Descent2e,6,GAME_OVER,139,1,3,98,0
-2072113863,Descent2e,4,GAME_OVER,83,0,3,99,0
-1478683689,Descent2e,20,GAME_OVER,272,0,3,100,-1
-1636830946,Descent2e,5,GAME_OVER,76,0,3,101,0
