GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,PlayerIdx
319406125,Descent2e,5,GAME_OVER,90,0,3,2,0
575404384,Descent2e,6,GAME_OVER,88,0,3,3,0
-1559433249,Descent2e,7,GAME_OVER,142,0,3,4,0
-438098715,Descent2e,5,GAME_OVER,80,0,3,5,0
-1161313317,Descent2e,11,GAME_OVER,192,0,3,6,0
511034640,Descent2e,5,GAME_OVER,108,0,3,7,0
343994104,Descent2e,6,GAME_OVER,86,0,3,8,0
-1858855300,Descent2e,20,GAME_OVER,250,0,3,9,-1
931210764,Descent2e,4,GAME_OVER,59,0,3,10,0
452628520,Descent2e,5,GAME_OVER,128,2,3,11,0
-1114019099,Descent2e,5,GAME_OVER,78,0,3,12,0
755477450,Descent2e,5,GAME_OVER,81,0,3,13,0
-423533759,Descent2e,7,GAME_OVER,125,0,3,14,0
185304058,Descent2e,6,GAME_OVER,149,0,3,15,0
-60098171,Descent2e,5,GAME_OVER,83,0,3,16,0
-959946565,Descent2e,5,GAME_OVER,74,0,3,17,0
292692223,Descent2e,6,GAME_OVER,104,0,3,18,0
1899368996,Descent2e,20,GAME_OVER,289,0,3,19,-1
-992268812,Descent2e,4,GAME_OVER,90,0,3,20,0
-1438281155,Descent2e,5,GAME_OVER,85,0,3,21,0
1500598738,Descent2e,5,GAME_OVER,101,2,3,22,0
-1738743222,Descent2e,5,GAME_OVER,96,0,3,23,0
-1038252494,Descent2e,6,GAME_OVER,101,0,3,24,0
748018966,Descent2e,20,GAME_OVER,254,0,3,25,-1
-996731500,Descent2e,5,GAME_OVER,90,0,3,26,0
1130718981,Descent2e,4,GAME_OVER,83,0,3,27,0
6229762,Descent2e,5,GAME_OVER,74,0,3,28,0
-308623887,Descent2e,4,GAME_OVER,74,0,3,29,0
-838673937,Descent2e,20,GAME_OVER,242,0,3,30,-1
-940224998,Descent2e,5,GAME_OVER,86,1,3,31,0
170779156,Descent2e,6,GAME_OVER,93,0,3,32,0
-644495687,Descent2e,5,GAME_OVER,79,0,3,33,0
503021343,Descent2e,5,GAME_OVER,103,0,3,34,0
-1768275986,Descent2e,4,GAME_OVER,99,2,3,35,0
-1369972123,Descent2e,4,GAME_OVER,61,0,3,36,0
-361734871,Descent2e,4,GAME_OVER,89,0,3,37,0
1529251068,Descent2e,20,GAME_OVER,269,0,3,38,-1
-647388615,Descent2e,20,GAME_OVER,270,0,3,39,-1
-1462871322,Descent2e,5,GAME_OVER,107,0,3,40,0
140373667,Descent2e,5,GAME_OVER,94,0,3,41,0
563512375,Descent2e,6,GAME_OVER,89,0,3,42,0
1758286330,Descent2e,5,GAME_OVER,99,1,3,43,0
-774741157,Descent2e,6,GAME_OVER,129,0,3,44,0
-1130916543,Descent2e,6,GAME_OVER,90,0,3,45,0
1030846435,Descent2e,4,GAME_OVER,66,0,3,46,0
1745717418,Descent2e,5,GAME_OVER,86,0,3,47,0
210251654,Descent2e,19,GAME_OVER,393,0,3,48,0
1281305129,Descent2e,20,GAME_OVER,316,0,3,49,-1
1140038455,Descent2e,7,GAME_OVER,113,0,3,50,0
1735876788,Descent2e,4,GAME_OVER,74,0,3,51,0
525184132,Descent2e,5,GAME_OVER,130,0,3,52,0
2004361509,Descent2e,5,GAME_OVER,98,1,3,53,0
110878610,Descent2e,7,GAME_OVER,124,2,3,54,0
-1543328477,Descent2e,20,GAME_OVER,268,0,3,55,-1
-1089269642,Descent2e,5,GAME_OVER,87,0,3,56,0
-2129000077,Descent2e,20,GAME_OVER,303,0,3,57,-1
-577028418,Descent2e,5,GAME_OVER,86,2,3,58,0
-1957619555,Descent2e,20,GAME_OVER,279,0,3,59,-1
431636578,Descent2e,5,GAME_OVER,84,0,3,60,0
1984546776,Descent2e,8,GAME_OVER,141,0,3,61,0
