GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,PlayerName-0,Player-1,Player-0,Player-2,PlayerName-1,PlayerName-2
641845849,Descent2e,7,GAME_OVER,104,0,3,81,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS
-866513615,Descent2e,6,GAME_OVER,98,2,3,82,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS
-1483389116,Descent2e,20,GAME_OVER,241,0,3,83,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS
39673420,Descent2e,20,GAME_OVER,238,0,3,84,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS
-1063055229,Descent2e,20,GAME_OVER,251,0,3,85,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS
-625564380,Descent2e,4,GAME_OVER,82,2,3,86,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS
-460677830,Descent2e,6,GAME_OVER,99,0,3,87,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS
1831059179,Descent2e,6,GAME_OVER,101,0,3,88,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS
-918428086,Descent2e,6,GAME_OVER,86,0,3,89,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS
369176540,Descent2e,5,GAME_OVER,90,0,3,90,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS
1415771007,Descent2e,20,GAME_OVER,282,0,3,91,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS
2059795838,Descent2e,4,GAME_OVER,82,0,3,92,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS
-1953847921,Descent2e,5,GAME_OVER,78,0,3,93,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS
1660066343,Descent2e,5,GAME_OVER,98,1,3,94,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS
-1735822804,Descent2e,4,GAME_OVER,87,2,3,95,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS
37667191,Descent2e,4,GAME_OVER,80,0,3,96,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS
-1375388495,Descent2e,7,GAME_OVER,111,0,3,97,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS
-111046234,Descent2e,6,GAME_OVER,139,1,3,98,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS
-2072113863,Descent2e,4,GAME_OVER,83,0,3,99,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS
-1478683689,Descent2e,20,GAME_OVER,272,0,3,100,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS
-1636830946,Descent2e,5,GAME_OVER,76,0,3,101,BasicMCTS,0.0,0.0,0.0,BasicMCTS,BasicMCTS
