GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,PlayerIdx
-84488275,Descent2e,5,GAME_OVER,100,0,4,2,0
-611313646,Descent2e,5,GAME_OVER,85,0,4,3,0
1731327576,Descent2e,6,GAME_OVER,141,0,4,4,0
-1030049306,Descent2e,4,GAME_OVER,87,0,4,5,0
-332434317,Descent2e,4,GAME_OVER,92,3,4,6,0
204336152,Descent2e,4,GAME_OVER,71,0,4,7,0
114044284,Descent2e,5,GAME_OVER,107,0,4,8,0
1126255906,Descent2e,5,GAME_OVER,115,0,4,9,0
-407615820,Descent2e,5,GAME_OVER,104,0,4,10,0
270862216,Descent2e,5,GAME_OVER,90,0,4,11,0
-1291781659,Descent2e,5,GAME_OVER,97,0,4,12,0
-1474588018,Descent2e,5,GAME_OVER,100,0,4,13,0
697030021,Descent2e,6,GAME_OVER,157,0,4,14,0
956090341,Descent2e,5,GAME_OVER,111,0,4,15,0
1498501206,Descent2e,5,GAME_OVER,114,0,4,16,0
-164530892,Descent2e,5,GAME_OVER,101,0,4,17,0
-792746254,Descent2e,5,GAME_OVER,99,0,4,18,0
1589492708,Descent2e,7,GAME_OVER,141,0,4,19,0
1261642724,Descent2e,5,GAME_OVER,102,0,4,20,0
-450095454,Descent2e,5,GAME_OVER,111,0,4,21,0
-1046689982,Descent2e,6,GAME_OVER,126,3,4,22,0
1087748963,Descent2e,20,GAME_OVER,422,0,4,23,-1
430231772,Descent2e,5,GAME_OVER,98,0,4,24,0
301146624,Descent2e,6,GAME_OVER,126,0,4,25,0
-589854594,Descent2e,6,GAME_OVER,159,3,4,26,0
605096602,Descent2e,6,GAME_OVER,135,3,4,27,0
970052066,Descent2e,5,GAME_OVER,116,0,4,28,0
1218200676,Descent2e,5,GAME_OVER,108,3,4,29,0
866989620,Descent2e,5,GAME_OVER,93,0,4,30,0
-47842161,Descent2e,20,GAME_OVER,381,0,4,31,-1
-244636835,Descent2e,8,GAME_OVER,192,0,4,32,0
-410429852,Descent2e,5,GAME_OVER,105,0,4,33,0
25608568,Descent2e,5,GAME_OVER,99,0,4,34,0
-315373361,Descent2e,5,GAME_OVER,92,0,4,35,0
1721235730,Descent2e,5,GAME_OVER,110,0,4,36,0
-1756951828,Descent2e,5,GAME_OVER,118,0,4,37,0
172730667,Descent2e,5,GAME_OVER,124,0,4,38,0
-26441638,Descent2e,8,GAME_OVER,158,0,4,39,0
1988733455,Descent2e,5,GAME_OVER,91,0,4,40,0
-1146669230,Descent2e,5,GAME_OVER,114,3,4,41,0
700752511,Descent2e,5,GAME_OVER,92,0,4,42,0
-1506964002,Descent2e,4,GAME_OVER,81,3,4,43,0
1627911882,Descent2e,7,GAME_OVER,144,3,4,44,0
1722747047,Descent2e,4,GAME_OVER,84,1,4,45,0
-933116486,Descent2e,4,GAME_OVER,85,0,4,46,0
-968323800,Descent2e,4,GAME_OVER,88,0,4,47,0
83430792,Descent2e,4,GAME_OVER,84,0,4,48,0
379763279,Descent2e,5,GAME_OVER,112,0,4,49,0
-189775047,Descent2e,5,GAME_OVER,115,0,4,50,0
-1670167081,Descent2e,5,GAME_OVER,125,3,4,51,0
-1673858813,Descent2e,5,GAME_OVER,104,0,4,52,0
-620912172,Descent2e,4,GAME_OVER,72,0,4,53,0
-1157110601,Descent2e,5,GAME_OVER,112,0,4,54,0
469411154,Descent2e,4,GAME_OVER,78,0,4,55,0
-1034279610,Descent2e,6,GAME_OVER,142,0,4,56,0
1774101494,Descent2e,7,GAME_OVER,152,0,4,57,0
783867599,Descent2e,5,GAME_OVER,98,0,4,58,0
-1640918021,Descent2e,5,GAME_OVER,119,0,4,59,0
1678493404,Descent2e,5,GAME_OVER,109,0,4,60,0
1415472902,Descent2e,5,GAME_OVER,133,0,4,61,0
1703327422,Descent2e,4,GAME_OVER,83,0,4,62,0
685957540,Descent2e,6,GAME_OVER,162,3,4,63,0
-1425051607,Descent2e,5,GAME_OVER,98,0,4,64,0
-1689921933,Descent2e,6,GAME_OVER,127,0,4,65,0
