GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,PlayerIdx
1606762606,Descent2e,20,GAME_OVER,386,0,4,66,-1
-225376959,Descent2e,6,GAME_OVER,140,3,4,67,0
1702859030,Descent2e,5,GAME_OVER,127,4,4,68,0
-588199003,Descent2e,5,GAME_OVER,98,0,4,69,0
-1187448657,Descent2e,5,GAME_OVER,114,0,4,70,0
1908777951,Descent2e,6,GAME_OVER,147,0,4,71,0
-19063564,Descent2e,7,GAME_OVER,177,3,4,72,0
-464392183,Descent2e,6,GAME_OVER,106,0,4,73,0
-919846969,Descent2e,8,GAME_OVER,169,3,4,74,0
-2107764011,Descent2e,4,GAME_OVER,73,0,4,75,0
1049473689,Descent2e,4,GAME_OVER,95,0,4,76,0
1439313004,Descent2e,7,GAME_OVER,140,0,4,77,0
255801388,Descent2e,4,GAME_OVER,86,0,4,78,0
-790542024,Descent2e,5,GAME_OVER,95,1,4,79,0
1632740047,Descent2e,6,GAME_OVER,135,0,4,80,0
743913869,Descent2e,4,GAME_OVER,78,0,4,81,0
-158315121,Descent2e,5,GAME_OVER,118,0,4,82,0
1270805651,Descent2e,4,GAME_OVER,69,0,4,83,0
732526831,Descent2e,5,GAME_OVER,96,3,4,84,0
-155048468,Descent2e,5,GAME_OVER,86,0,4,85,0
-432560100,Descent2e,5,GAME_OVER,132,0,4,86,0
1277076695,Descent2e,7,GAME_OVER,139,0,4,87,0
-2005341752,Descent2e,5,GAME_OVER,108,0,4,88,0
-1211112216,Descent2e,6,GAME_OVER,121,0,4,89,0
-1796206592,Descent2e,6,GAME_OVER,132,0,4,90,0
652297104,Descent2e,6,GAME_OVER,135,0,4,91,0
-1817228092,Descent2e,5,GAME_OVER,95,0,4,92,0
-1308411128,Descent2e,7,GAME_OVER,137,0,4,93,0
-1167325909,Descent2e,5,GAME_OVER,114,0,4,94,0
31869529,Descent2e,4,GAME_OVER,109,0,4,95,0
1654391629,Descent2e,4,GAME_OVER,90,0,4,96,0
-1868522600,Descent2e,5,GAME_OVER,103,0,4,97,0
-1686237354,Descent2e,7,GAME_OVER,139,0,4,98,0
-188126062,Descent2e,6,GAME_OVER,126,0,4,99,0
-451448212,Descent2e,6,GAME_OVER,119,3,4,100,0
1905904503,Descent2e,4,GAME_OVER,82,0,4,101,0
