GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,Player-1 rank,PlayerName-0,Player-1,Player-0,Player-0 rank,Player-2,PlayerName-1,Player-2 rank,PlayerName-2
-641580326,Descent2e,5,GAME_OVER,149,0,3,2,1,OSLA,1,1,1,1,OSLA,1,OSLA
